community,species,compound,flux,smetana
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.00398724082934609
comp_25,Hyalangium_minutum_DSM_14724,nh4,1,0.01993620414673046
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.01993620414673046
comp_25,Bacillus_mycoides_ATCC_6462,4abut,1,0.01196172248803827
comp_25,Luteimonas_mephitis_DSM_12574,4abut,-1,-0.01196172248803827
comp_25,Bacillus_mycoides_ATCC_6462,LalaDgluMdapDala,1,0.03588516746411482
comp_25,Luteimonas_mephitis_DSM_12574,LalaDgluMdapDala,-1,-0.03588516746411482
comp_25,Bacillus_mycoides_ATCC_6462,acac,1,0.07177033492822965
comp_25,Luteimonas_mephitis_DSM_12574,acac,-1,-0.07177033492822965
comp_25,Bacillus_mycoides_ATCC_6462,acald,1,0.02392344497607655
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.02392344497607655
comp_25,Bacillus_mycoides_ATCC_6462,fum,1,0.01196172248803827
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.01196172248803827
comp_25,Bacillus_mycoides_ATCC_6462,his__L,1,0.6818181818181818
comp_25,Luteimonas_mephitis_DSM_12574,his__L,-1,-0.6818181818181818
comp_25,Bacillus_mycoides_ATCC_6462,lys__L,1,0.6818181818181818
comp_25,Luteimonas_mephitis_DSM_12574,lys__L,-1,-0.6818181818181818
comp_25,Bacillus_mycoides_ATCC_6462,nh4,1,0.05980861244019138
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.05980861244019138
comp_25,Bacillus_mycoides_ATCC_6462,orn,1,0.01196172248803827
comp_25,Luteimonas_mephitis_DSM_12574,orn,-1,-0.01196172248803827
comp_25,Bacillus_mycoides_ATCC_6462,rib__D,1,0.44258373205741625
comp_25,Luteimonas_mephitis_DSM_12574,rib__D,-1,-0.44258373205741625
comp_25,Bacillus_mycoides_ATCC_6462,val__L,1,0.6818181818181818
comp_25,Luteimonas_mephitis_DSM_12574,val__L,-1,-0.6818181818181818
comp_25,Flavobacterium_succinicans_LMG_10402,4abut,1,0.00757575757575757
comp_25,Luteimonas_mephitis_DSM_12574,4abut,-1,-0.00757575757575757
comp_25,Flavobacterium_succinicans_LMG_10402,LalaDgluMdapDala,1,0.02272727272727272
comp_25,Luteimonas_mephitis_DSM_12574,LalaDgluMdapDala,-1,-0.02272727272727272
comp_25,Flavobacterium_succinicans_LMG_10402,acald,1,0.01515151515151515
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.01515151515151515
comp_25,Flavobacterium_succinicans_LMG_10402,adn,1,0.09090909090909093
comp_25,Luteimonas_mephitis_DSM_12574,adn,-1,-0.09090909090909093
comp_25,Flavobacterium_succinicans_LMG_10402,fum,1,0.00757575757575757
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.00757575757575757
comp_25,Flavobacterium_succinicans_LMG_10402,man1p,1,0.06818181818181818
comp_25,Luteimonas_mephitis_DSM_12574,man1p,-1,-0.06818181818181818
comp_25,Flavobacterium_succinicans_LMG_10402,nh4,1,0.03787878787878788
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.03787878787878788
comp_25,Flavobacterium_succinicans_LMG_10402,orn,1,0.00757575757575757
comp_25,Luteimonas_mephitis_DSM_12574,orn,-1,-0.00757575757575757
comp_25,Flavobacterium_succinicans_LMG_10402,thymd,1,0.00757575757575757
comp_25,Luteimonas_mephitis_DSM_12574,thymd,-1,-0.00757575757575757
comp_25,Flavobacterium_succinicans_LMG_10402,val__L,1,0.4318181818181818
comp_25,Luteimonas_mephitis_DSM_12574,val__L,-1,-0.4318181818181818
comp_25,Rugamonas_rubra_ATCC_43154,4hbz,1,0.10765550239234448
comp_25,Luteimonas_mephitis_DSM_12574,4hbz,-1,-0.10765550239234448
comp_25,Rugamonas_rubra_ATCC_43154,acald,1,0.01196172248803827
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.01196172248803827
comp_25,Rugamonas_rubra_ATCC_43154,fum,1,0.00598086124401913
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.00598086124401913
comp_25,Rugamonas_rubra_ATCC_43154,his__L,1,0.3409090909090909
comp_25,Luteimonas_mephitis_DSM_12574,his__L,-1,-0.3409090909090909
comp_25,Rugamonas_rubra_ATCC_43154,lys__L,1,0.3409090909090909
comp_25,Luteimonas_mephitis_DSM_12574,lys__L,-1,-0.3409090909090909
comp_25,Rugamonas_rubra_ATCC_43154,nh4,1,0.02990430622009569
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.02990430622009569
comp_25,Rugamonas_rubra_ATCC_43154,orn,1,0.00598086124401913
comp_25,Luteimonas_mephitis_DSM_12574,orn,-1,-0.00598086124401913
comp_25,Niabella_ginsenosidivorans_BS26,acald,1,0.00637958532695374
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.00637958532695374
comp_25,Niabella_ginsenosidivorans_BS26,fum,1,0.00318979266347687
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.00318979266347687
comp_25,Niabella_ginsenosidivorans_BS26,lys__L,1,0.18181818181818185
comp_25,Luteimonas_mephitis_DSM_12574,lys__L,-1,-0.18181818181818185
comp_25,Niabella_ginsenosidivorans_BS26,nh4,1,0.01594896331738437
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.01594896331738437
comp_25,Niabella_ginsenosidivorans_BS26,orn,1,0.00318979266347687
comp_25,Luteimonas_mephitis_DSM_12574,orn,-1,-0.00318979266347687
comp_25,Azohydromonas_australica_DSM_1124,4hbz,1,0.07894736842105263
comp_25,Luteimonas_mephitis_DSM_12574,4hbz,-1,-0.07894736842105263
comp_25,Azohydromonas_australica_DSM_1124,acald,1,0.0087719298245614
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.0087719298245614
comp_25,Azohydromonas_australica_DSM_1124,fum,1,0.0043859649122807
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.0043859649122807
comp_25,Azohydromonas_australica_DSM_1124,g3pg,1,0.0043859649122807
comp_25,Luteimonas_mephitis_DSM_12574,g3pg,-1,-0.0043859649122807
comp_25,Azohydromonas_australica_DSM_1124,lys__L,1,0.25
comp_25,Luteimonas_mephitis_DSM_12574,lys__L,-1,-0.25
comp_25,Azohydromonas_australica_DSM_1124,nh4,1,0.0219298245614035
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.0219298245614035
comp_25,Lacunisphaera_limnophila_IG16b,acald,1,0.00558213716108452
comp_25,Luteimonas_mephitis_DSM_12574,acald,-1,-0.00558213716108452
comp_25,Lacunisphaera_limnophila_IG16b,fum,1,0.00279106858054226
comp_25,Luteimonas_mephitis_DSM_12574,fum,-1,-0.00279106858054226
comp_25,Lacunisphaera_limnophila_IG16b,nh4,1,0.01395534290271132
comp_25,Luteimonas_mephitis_DSM_12574,nh4,-1,-0.01395534290271132
comp_25,Bradyrhizobium_neotropicale_BR_10247,ac,1,0.14285714285714285
comp_25,Flavobacterium_succinicans_LMG_10402,ac,-1,-0.14285714285714285
comp_25,Bradyrhizobium_neotropicale_BR_10247,acald,1,0.17857142857142858
comp_25,Flavobacterium_succinicans_LMG_10402,acald,-1,-0.17857142857142858
comp_25,Bradyrhizobium_neotropicale_BR_10247,cit,1,1
comp_25,Flavobacterium_succinicans_LMG_10402,cit,-1,-1
comp_25,Bradyrhizobium_neotropicale_BR_10247,h2s,1,0.03571428571428571
comp_25,Flavobacterium_succinicans_LMG_10402,h2s,-1,-0.03571428571428571
comp_25,Bradyrhizobium_neotropicale_BR_10247,mal__L,1,0.14285714285714285
comp_25,Flavobacterium_succinicans_LMG_10402,mal__L,-1,-0.14285714285714285
comp_25,Bradyrhizobium_neotropicale_BR_10247,meoh,1,0.03571428571428571
comp_25,Flavobacterium_succinicans_LMG_10402,meoh,-1,-0.03571428571428571
comp_25,Bradyrhizobium_neotropicale_BR_10247,nh4,1,1
comp_25,Flavobacterium_succinicans_LMG_10402,nh4,-1,-1
comp_25,Bradyrhizobium_neotropicale_BR_10247,glyc,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,glyc,-1,-0.25
comp_25,Bradyrhizobium_neotropicale_BR_10247,nh4,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,nh4,-1,-0.25
comp_25,Hyalangium_minutum_DSM_14724,glyc,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,glyc,-1,-0.25
comp_25,Hyalangium_minutum_DSM_14724,nh4,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,nh4,-1,-0.25
comp_25,Bacillus_mycoides_ATCC_6462,glyc,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,glyc,-1,-0.25
comp_25,Bacillus_mycoides_ATCC_6462,nh4,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,nh4,-1,-0.25
comp_25,Luteimonas_mephitis_DSM_12574,nh4,1,0.25
comp_25,Rugamonas_rubra_ATCC_43154,nh4,-1,-0.25
comp_25,Solirubrobacter_soli_DSM_22325,gthrd,1,0.04573804573804574
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.04573804573804574
comp_25,Solirubrobacter_soli_DSM_22325,his__L,1,0.09147609147609148
comp_25,Niabella_ginsenosidivorans_BS26,his__L,-1,-0.09147609147609148
comp_25,Solirubrobacter_soli_DSM_22325,orn,1,0.02286902286902287
comp_25,Niabella_ginsenosidivorans_BS26,orn,-1,-0.02286902286902287
comp_25,Bradyrhizobium_neotropicale_BR_10247,akg,1,0.09355509355509356
comp_25,Niabella_ginsenosidivorans_BS26,akg,-1,-0.09355509355509356
comp_25,Bradyrhizobium_neotropicale_BR_10247,gthox,1,0.06237006237006237
comp_25,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.06237006237006237
comp_25,Bradyrhizobium_neotropicale_BR_10247,gthrd,1,0.06237006237006237
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.06237006237006237
comp_25,Bradyrhizobium_neotropicale_BR_10247,pro__L,1,0.06237006237006237
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.06237006237006237
comp_25,Hyalangium_minutum_DSM_14724,akg,1,0.05613305613305613
comp_25,Niabella_ginsenosidivorans_BS26,akg,-1,-0.05613305613305613
comp_25,Hyalangium_minutum_DSM_14724,gthrd,1,0.03742203742203742
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.03742203742203742
comp_25,Hyalangium_minutum_DSM_14724,pro__L,1,0.03742203742203742
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.03742203742203742
comp_25,Bacillus_mycoides_ATCC_6462,akg,1,0.1496881496881497
comp_25,Niabella_ginsenosidivorans_BS26,akg,-1,-0.1496881496881497
comp_25,Bacillus_mycoides_ATCC_6462,asn__L,1,0.6486486486486487
comp_25,Niabella_ginsenosidivorans_BS26,asn__L,-1,-0.6486486486486487
comp_25,Bacillus_mycoides_ATCC_6462,gthox,1,0.0997920997920998
comp_25,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.0997920997920998
comp_25,Bacillus_mycoides_ATCC_6462,gthrd,1,0.0997920997920998
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.0997920997920998
comp_25,Bacillus_mycoides_ATCC_6462,his__L,1,0.1995841995841996
comp_25,Niabella_ginsenosidivorans_BS26,his__L,-1,-0.1995841995841996
comp_25,Bacillus_mycoides_ATCC_6462,orn,1,0.0498960498960499
comp_25,Niabella_ginsenosidivorans_BS26,orn,-1,-0.0498960498960499
comp_25,Bacillus_mycoides_ATCC_6462,pro__L,1,0.0997920997920998
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.0997920997920998
comp_25,Luteimonas_mephitis_DSM_12574,adn,1,0.09355509355509356
comp_25,Niabella_ginsenosidivorans_BS26,adn,-1,-0.09355509355509356
comp_25,Luteimonas_mephitis_DSM_12574,gthox,1,0.03742203742203742
comp_25,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.03742203742203742
comp_25,Luteimonas_mephitis_DSM_12574,gthrd,1,0.03742203742203742
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.03742203742203742
comp_25,Luteimonas_mephitis_DSM_12574,ins,1,0.11226611226611229
comp_25,Niabella_ginsenosidivorans_BS26,ins,-1,-0.11226611226611229
comp_25,Luteimonas_mephitis_DSM_12574,orn,1,0.01871101871101871
comp_25,Niabella_ginsenosidivorans_BS26,orn,-1,-0.01871101871101871
comp_25,Luteimonas_mephitis_DSM_12574,thymd,1,0.03742203742203742
comp_25,Niabella_ginsenosidivorans_BS26,thymd,-1,-0.03742203742203742
comp_25,Flavobacterium_succinicans_LMG_10402,adn,1,0.08316008316008316
comp_25,Niabella_ginsenosidivorans_BS26,adn,-1,-0.08316008316008316
comp_25,Flavobacterium_succinicans_LMG_10402,gthox,1,0.03326403326403326
comp_25,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.03326403326403326
comp_25,Flavobacterium_succinicans_LMG_10402,gthrd,1,0.03326403326403326
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.03326403326403326
comp_25,Flavobacterium_succinicans_LMG_10402,ins,1,0.0997920997920998
comp_25,Niabella_ginsenosidivorans_BS26,ins,-1,-0.0997920997920998
comp_25,Flavobacterium_succinicans_LMG_10402,orn,1,0.01663201663201663
comp_25,Niabella_ginsenosidivorans_BS26,orn,-1,-0.01663201663201663
comp_25,Flavobacterium_succinicans_LMG_10402,pro__L,1,0.03326403326403326
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.03326403326403326
comp_25,Flavobacterium_succinicans_LMG_10402,thymd,1,0.03326403326403326
comp_25,Niabella_ginsenosidivorans_BS26,thymd,-1,-0.03326403326403326
comp_25,Rugamonas_rubra_ATCC_43154,his__L,1,0.0498960498960499
comp_25,Niabella_ginsenosidivorans_BS26,his__L,-1,-0.0498960498960499
comp_25,Rugamonas_rubra_ATCC_43154,orn,1,0.01247401247401247
comp_25,Niabella_ginsenosidivorans_BS26,orn,-1,-0.01247401247401247
comp_25,Rugamonas_rubra_ATCC_43154,pro__L,1,0.02494802494802495
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.02494802494802495
comp_25,Azohydromonas_australica_DSM_1124,asn__L,1,0.4864864864864865
comp_25,Niabella_ginsenosidivorans_BS26,asn__L,-1,-0.4864864864864865
comp_25,Azohydromonas_australica_DSM_1124,gthox,1,0.07484407484407485
comp_25,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.07484407484407485
comp_25,Azohydromonas_australica_DSM_1124,gthrd,1,0.07484407484407485
comp_25,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.07484407484407485
comp_25,Azohydromonas_australica_DSM_1124,pro__L,1,0.07484407484407485
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.07484407484407485
comp_25,Lacunisphaera_limnophila_IG16b,pro__L,1,0.03326403326403326
comp_25,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.03326403326403326
comp_25,Bradyrhizobium_neotropicale_BR_10247,acald,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,acald,-1,-0.03125
comp_25,Bradyrhizobium_neotropicale_BR_10247,etoh,1,0.0625
comp_25,Azohydromonas_australica_DSM_1124,etoh,-1,-0.0625
comp_25,Bradyrhizobium_neotropicale_BR_10247,glyc,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,glyc,-1,-0.03125
comp_25,Bradyrhizobium_neotropicale_BR_10247,nh4,1,0.21875
comp_25,Azohydromonas_australica_DSM_1124,nh4,-1,-0.21875
comp_25,Hyalangium_minutum_DSM_14724,acald,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,acald,-1,-0.03125
comp_25,Hyalangium_minutum_DSM_14724,ala__L,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,ala__L,-1,-0.03125
comp_25,Hyalangium_minutum_DSM_14724,etoh,1,0.0625
comp_25,Azohydromonas_australica_DSM_1124,etoh,-1,-0.0625
comp_25,Hyalangium_minutum_DSM_14724,glyc,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,glyc,-1,-0.03125
comp_25,Hyalangium_minutum_DSM_14724,nh4,1,0.21875
comp_25,Azohydromonas_australica_DSM_1124,nh4,-1,-0.21875
comp_25,Bacillus_mycoides_ATCC_6462,acald,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,acald,-1,-0.03125
comp_25,Bacillus_mycoides_ATCC_6462,ala__L,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,ala__L,-1,-0.03125
comp_25,Bacillus_mycoides_ATCC_6462,etoh,1,0.0625
comp_25,Azohydromonas_australica_DSM_1124,etoh,-1,-0.0625
comp_25,Bacillus_mycoides_ATCC_6462,glyc,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,glyc,-1,-0.03125
comp_25,Bacillus_mycoides_ATCC_6462,nh4,1,0.21875
comp_25,Azohydromonas_australica_DSM_1124,nh4,-1,-0.21875
comp_25,Luteimonas_mephitis_DSM_12574,acald,1,0.03125
comp_25,Azohydromonas_australica_DSM_1124,acald,-1,-0.03125
comp_25,Luteimonas_mephitis_DSM_12574,nh4,1,0.21875
comp_25,Azohydromonas_australica_DSM_1124,nh4,-1,-0.21875
comp_25,Solirubrobacter_soli_DSM_22325,glyc,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.1
comp_25,Solirubrobacter_soli_DSM_22325,nh4,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.1
comp_25,Bradyrhizobium_neotropicale_BR_10247,cit,1,1
comp_25,Lacunisphaera_limnophila_IG16b,cit,-1,-1
comp_25,Bradyrhizobium_neotropicale_BR_10247,glyc,1,1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-1
comp_25,Bradyrhizobium_neotropicale_BR_10247,nh4,1,1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-1
comp_25,Hyalangium_minutum_DSM_14724,glyc,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.1
comp_25,Hyalangium_minutum_DSM_14724,nh4,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.1
comp_25,Bacillus_mycoides_ATCC_6462,glyc,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.1
comp_25,Bacillus_mycoides_ATCC_6462,nh4,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.1
comp_25,Luteimonas_mephitis_DSM_12574,4abz,1,0.8
comp_25,Lacunisphaera_limnophila_IG16b,4abz,-1,-0.8
comp_25,Luteimonas_mephitis_DSM_12574,nh4,1,0.8
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.8
comp_25,Luteimonas_mephitis_DSM_12574,thymd,1,0.8
comp_25,Lacunisphaera_limnophila_IG16b,thymd,-1,-0.8
comp_25,Flavobacterium_succinicans_LMG_10402,glyc,1,0.3
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.3
comp_25,Flavobacterium_succinicans_LMG_10402,nh4,1,0.3
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.3
comp_25,Flavobacterium_succinicans_LMG_10402,thymd,1,0.3
comp_25,Lacunisphaera_limnophila_IG16b,thymd,-1,-0.3
comp_25,Rugamonas_rubra_ATCC_43154,glyc,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.1
comp_25,Rugamonas_rubra_ATCC_43154,nh4,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.1
comp_25,Niabella_ginsenosidivorans_BS26,glyc,1,0.2
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.2
comp_25,Niabella_ginsenosidivorans_BS26,nh4,1,0.2
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.2
comp_25,Azohydromonas_australica_DSM_1124,glyc,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.1
comp_25,Azohydromonas_australica_DSM_1124,nh4,1,0.1
comp_25,Lacunisphaera_limnophila_IG16b,nh4,-1,-0.1
comp_26,Caballeronia_glathei_DSM_50014,4abut,1,0.09545454545454546
comp_26,Bacillus_mycoides_ATCC_6462,4abut,-1,-0.09545454545454546
comp_26,Caballeronia_glathei_DSM_50014,acald,1,0.03333333333333333
comp_26,Bacillus_mycoides_ATCC_6462,acald,-1,-0.03333333333333333
comp_26,Caballeronia_glathei_DSM_50014,akg,1,0.00606060606060606
comp_26,Bacillus_mycoides_ATCC_6462,akg,-1,-0.00606060606060606
comp_26,Caballeronia_glathei_DSM_50014,ala__D,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,ala__D,-1,-0.00454545454545454
comp_26,Caballeronia_glathei_DSM_50014,co2,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,co2,-1,-0.00303030303030303
comp_26,Caballeronia_glathei_DSM_50014,etoh,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,etoh,-1,-0.00454545454545454
comp_26,Caballeronia_glathei_DSM_50014,for,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,for,-1,-0.00454545454545454
comp_26,Caballeronia_glathei_DSM_50014,fum,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,fum,-1,-0.00151515151515151
comp_26,Caballeronia_glathei_DSM_50014,glu__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glu__L,-1,-0.00303030303030303
comp_26,Caballeronia_glathei_DSM_50014,glyc,1,0.05303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glyc,-1,-0.05303030303030303
comp_26,Caballeronia_glathei_DSM_50014,glyclt,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glyclt,-1,-0.00303030303030303
comp_26,Caballeronia_glathei_DSM_50014,h2s,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,h2s,-1,-0.00151515151515151
comp_26,Caballeronia_glathei_DSM_50014,his__L,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,his__L,-1,-0.00151515151515151
comp_26,Caballeronia_glathei_DSM_50014,lac__L,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,lac__L,-1,-0.00151515151515151
comp_26,Caballeronia_glathei_DSM_50014,lys__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,lys__L,-1,-0.00303030303030303
comp_26,Caballeronia_glathei_DSM_50014,mal__L,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,mal__L,-1,-0.00454545454545454
comp_26,Caballeronia_glathei_DSM_50014,oxa,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,oxa,-1,-0.00151515151515151
comp_26,Caballeronia_glathei_DSM_50014,pro__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,pro__L,-1,-0.00303030303030303
comp_26,Nitrospira_japonica,4abut,1,0.1718181818181818
comp_26,Bacillus_mycoides_ATCC_6462,4abut,-1,-0.1718181818181818
comp_26,Nitrospira_japonica,acald,1,0.06
comp_26,Bacillus_mycoides_ATCC_6462,acald,-1,-0.06
comp_26,Nitrospira_japonica,ala__D,1,0.00818181818181818
comp_26,Bacillus_mycoides_ATCC_6462,ala__D,-1,-0.00818181818181818
comp_26,Nitrospira_japonica,co2,1,0.00545454545454545
comp_26,Bacillus_mycoides_ATCC_6462,co2,-1,-0.00545454545454545
comp_26,Nitrospira_japonica,etoh,1,0.00818181818181818
comp_26,Bacillus_mycoides_ATCC_6462,etoh,-1,-0.00818181818181818
comp_26,Nitrospira_japonica,glyc,1,0.09545454545454544
comp_26,Bacillus_mycoides_ATCC_6462,glyc,-1,-0.09545454545454544
comp_26,Nitrospira_japonica,h2s,1,0.00272727272727272
comp_26,Bacillus_mycoides_ATCC_6462,h2s,-1,-0.00272727272727272
comp_26,Nitrospira_japonica,leu__L,1,0.03
comp_26,Bacillus_mycoides_ATCC_6462,leu__L,-1,-0.03
comp_26,Nitrospira_japonica,orn,1,0.00545454545454545
comp_26,Bacillus_mycoides_ATCC_6462,orn,-1,-0.00545454545454545
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,acald,1,0.03333333333333333
comp_26,Bacillus_mycoides_ATCC_6462,acald,-1,-0.03333333333333333
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,akg,1,0.00606060606060606
comp_26,Bacillus_mycoides_ATCC_6462,akg,-1,-0.00606060606060606
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,ala__D,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,ala__D,-1,-0.00454545454545454
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,asp__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,asp__L,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,co2,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,co2,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,etoh,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,etoh,-1,-0.00454545454545454
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,fum,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,fum,-1,-0.00151515151515151
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,glu__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glu__L,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,1,0.05303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glyc,-1,-0.05303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,glyclt,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,glyclt,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,h2s,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,h2s,-1,-0.00151515151515151
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,ile__L,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,ile__L,-1,-0.00151515151515151
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,lac__L,1,0.00151515151515151
comp_26,Bacillus_mycoides_ATCC_6462,lac__L,-1,-0.00151515151515151
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,leu__L,1,0.01666666666666666
comp_26,Bacillus_mycoides_ATCC_6462,leu__L,-1,-0.01666666666666666
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,lys__L,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,mal__L,1,0.00454545454545454
comp_26,Bacillus_mycoides_ATCC_6462,mal__L,-1,-0.00454545454545454
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,orn,1,0.00303030303030303
comp_26,Bacillus_mycoides_ATCC_6462,orn,-1,-0.00303030303030303
comp_26,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,1,0.00303030303030303
